scenario,scenario_name,tier,tier_label,year,from_node_id,to_node_id,flow_methanol_10kt,edge_spare_capacity_10kt,flow_to_spare_pct,edge_distance_km,segment_count,avg_unit_cost,segment_ids,edge_desc
S5,全并存,low,低档,2055,N067,N053,30.1913,587.5589068210993,5.138429466305867,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,low,低档,2055,N140,N036,36.3372,1161.8540670875645,3.127518423297941,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,low,低档,2060,N053,N046,17.6775,639.9646516167563,2.762261939833857,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S5,全并存,low,低档,2060,N067,N007,0.01,649.5345123877524,0.0015395640738532924,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S5,全并存,low,低档,2060,N067,N053,27.4181,633.6292689510332,4.327151750011547,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,low,低档,2060,N140,N036,36.306,1242.5970991866527,2.92178374018129,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,mid,中档,2025,N018,N033,273.2612,436.9476525974279,62.538658435536476,482.78375552822115,1,3914.741927503795,S012,兰郑长成品油管道:兰州->咸阳
S5,全并存,mid,中档,2025,N018,N057,33.7797,637.2002561058623,5.301269055734333,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,mid,中档,2025,N033,N133,263.6251,1138.2823286391263,23.15990447775615,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,mid,中档,2025,N034,N068,225.8028,991.4819700022991,22.77427193148821,539.1852382576222,1,3896.0,S002,西部成品油管道:哈密->柳园
S5,全并存,mid,中档,2025,N052,N077,225.8028,991.5947786368739,22.771681019781763,220.44441556684987,1,2302.0,S005,西部成品油管道:张掖->武威
S5,全并存,mid,中档,2025,N068,N136,225.8028,991.541850008519,22.772896574971593,1.0,1,1205.0,S003,西部成品油管道:柳园->酒泉
S5,全并存,mid,中档,2025,N077,N018,225.8028,997.3030978452247,22.64134148263151,233.1471451641557,1,2366.0,S006,西部成品油管道:武威->兰州
S5,全并存,mid,中档,2025,N078,N144,54.2929,367.5755948888899,14.770539925647558,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,mid,中档,2025,N084,N055,1.123,182.36150170582619,0.6158098005858448,106.86955196721219,1,1734.0,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,mid,中档,2025,N133,N078,123.2684,638.2823286391264,19.31251962792374,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,mid,中档,2025,N136,N052,225.8028,991.541850008519,22.772896574971593,190.68247460045217,1,2153.0,S004,西部成品油管道:酒泉->张掖
S5,全并存,mid,中档,2030,N018,N033,220.6015,496.7898411927255,44.40539675094111,482.78375552822115,1,3614.0,S012,兰郑长成品油管道:兰州->咸阳
S5,全并存,mid,中档,2030,N018,N057,29.4261,651.116647298594,4.519328467807637,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,mid,中档,2030,N033,N133,239.7682,1178.1742083164372,20.35082743345901,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,mid,中档,2030,N034,N068,101.4005,993.443090799389,10.20697621626283,539.1852382576222,1,3896.0,S002,西部成品油管道:哈密->柳园
S5,全并存,mid,中档,2030,N052,N077,101.4005,993.5497082407396,10.205880909526712,220.44441556684987,1,2302.0,S005,西部成品油管道:张掖->武威
S5,全并存,mid,中档,2030,N068,N136,101.4005,993.4995697821863,10.206395964744194,1.0,1,1205.0,S003,西部成品油管道:柳园->酒泉
S5,全并存,mid,中档,2030,N077,N018,101.4005,997.8508598146202,10.16188932470711,233.1471451641557,1,2366.0,S006,西部成品油管道:武威->兰州
S5,全并存,mid,中档,2030,N078,N144,59.2552,380.57836281469605,15.569776369249718,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,mid,中档,2030,N084,N055,84.5885,184.55885049482794,45.83280605249029,106.86955196721219,1,1734.0,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,mid,中档,2030,N133,N078,117.0997,678.1742083164372,17.266905547867882,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,mid,中档,2030,N136,N052,101.4005,993.4995697821863,10.206395964744194,190.68247460045217,1,2153.0,S004,西部成品油管道:酒泉->张掖
S5,全并存,mid,中档,2030,N140,N036,8.1889,799.0875062711441,1.0247813832320594,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,mid,中档,2035,N018,N033,126.2075,539.4297794503814,23.396465083665074,482.78375552822115,1,3614.0,S012,兰郑长成品油管道:兰州->咸阳
S5,全并存,mid,中档,2035,N018,N057,23.8526,667.3856553305831,3.574035463525934,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,mid,中档,2035,N033,N133,181.4361,1212.9433799680733,14.95833218569326,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,mid,中档,2035,N055,N089,135.5663,217.16003490666327,62.42691020853227,104.77585623653098,1,2022.5952260997017,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,mid,中档,2035,N065,N067,135.0243,441.2936038329033,30.59738433261481,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,mid,中档,2035,N067,N053,135.0243,510.7553069775432,26.436201084042132,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,mid,中档,2035,N078,N144,41.7768,416.6257040236907,10.027417798884642,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,mid,中档,2035,N084,N055,190.1268,190.1268471093715,99.99997522213604,106.86955196721219,1,3684.003892139351,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,mid,中档,2035,N086,N065,135.0243,441.2936038329033,30.59738433261481,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,mid,中档,2035,N089,N086,135.0243,420.5323573809044,32.10794547200548,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,mid,中档,2035,N132,N133,3.1023,800.0,0.3877875,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,mid,中档,2035,N133,N078,85.7755,712.9433799680733,12.03117981176025,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,mid,中档,2035,N140,N036,39.1902,880.5126987403823,4.450838705229754,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,mid,中档,2040,N018,N057,18.5953,672.2677915772992,2.7660554667316473,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,mid,中档,2040,N033,N133,13.7792,1220.9459283356648,1.128567586836802,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,mid,中档,2040,N053,N046,55.6988,594.0855871798838,9.375551469679891,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S5,全并存,mid,中档,2040,N055,N089,180.9343,220.92758661033338,81.89755873227705,104.77585623653098,1,2389.3177424070504,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,mid,中档,2040,N065,N067,180.7922,455.2629951521817,39.71159569856238,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,mid,中档,2040,N067,N007,0.3488,604.3680408754009,0.05771317746960583,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S5,全并存,mid,中档,2040,N067,N053,180.4434,520.0134834621572,34.69975409072856,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,mid,中档,2040,N078,N144,21.038,399.82552581588743,5.261795118525681,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,mid,中档,2040,N084,N055,195.2467,195.24676984937275,99.99996422508151,106.86955196721219,1,3683.997106225099,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,mid,中档,2040,N086,N065,180.7922,455.2629951521817,39.71159569856238,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,mid,中档,2040,N089,N086,180.7922,435.66941949894976,41.49756487566275,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,mid,中档,2040,N132,N133,109.8892,800.0,13.73615,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,mid,中档,2040,N133,N078,54.1098,720.9459283356648,7.505389499170185,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,mid,中档,2040,N140,N036,76.2676,944.2994237852738,8.076633118579839,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,mid,中档,2045,N006,N024,1.7162,577.1160102666713,0.2973752191014395,270.92089606559665,1,2555.0,S053,西南成品油管网（南线）:东海岛->南宁
S5,全并存,mid,中档,2045,N018,N057,14.6291,675.4208298851844,2.1659237252849928,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,mid,中档,2045,N053,N046,71.7883,599.3703686137759,11.977285458076953,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S5,全并存,mid,中档,2045,N055,N089,169.1579,225.11672712290286,75.14230602137707,104.77585623653098,1,2225.893497140837,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,mid,中档,2045,N065,N067,169.1579,473.7331914983547,35.707419922377866,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,mid,中档,2045,N067,N007,0.3197,608.9254696146957,0.05250232022685694,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S5,全并存,mid,中档,2045,N067,N053,186.1371,533.0043471983331,34.922248003868084,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,mid,中档,2045,N078,N144,4.3744,416.6531646570812,1.0498900215003213,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,mid,中档,2045,N084,N055,169.1579,202.56554806584865,83.5077344667768,106.86955196721219,1,2482.8973320193736,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,mid,中档,2045,N086,N065,169.1579,473.7331914983547,35.707419922377866,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,mid,中档,2045,N089,N086,169.1579,455.4314468786014,37.142340775842456,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,mid,中档,2045,N132,N133,75.6469,800.0,9.4558625,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,mid,中档,2045,N133,N078,29.7137,772.4166197136509,3.846848869074751,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,mid,中档,2045,N140,N036,79.3222,1018.6653925666984,7.786874922700024,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,mid,中档,2050,N006,N024,2.5537,637.6076647756784,0.40051275119135166,270.92089606559665,1,2555.0,S053,西南成品油管网（南线）:东海岛->南宁
S5,全并存,mid,中档,2050,N018,N057,12.8631,679.0523626601046,1.8942721809567644,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,mid,中档,2050,N053,N046,70.2911,607.2788165492509,11.57476567343747,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S5,全并存,mid,中档,2050,N055,N089,146.8968,236.7892894109654,62.036927584612876,104.77585623653098,1,2015.0430996454654,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,mid,中档,2050,N065,N067,146.8968,503.4193919846887,29.17980561314329,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,mid,中档,2050,N067,N007,0.3047,617.2955305548358,0.04936047402224514,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S5,全并存,mid,中档,2050,N067,N053,179.2489,551.7510752633809,32.487276968954646,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,mid,中档,2050,N084,N055,146.8968,217.86652215350006,67.42513652304156,106.86955196721219,1,2121.655823680298,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,mid,中档,2050,N086,N065,146.8968,503.4193919846887,29.17980561314329,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,mid,中档,2050,N089,N086,146.8968,488.6906307927394,30.05926259762918,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,mid,中档,2050,N132,N133,55.8745,800.0,6.984312499999999,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,mid,中档,2050,N133,N078,22.5734,824.2433525391467,2.7386814744044776,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,mid,中档,2050,N140,N036,79.2521,1091.8228977611855,7.2586955414205665,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,mid,中档,2055,N006,N024,3.103,714.0368887881559,0.4345713854176817,270.92089606559665,1,2555.0,S053,西南成品油管网（南线）:东海岛->南宁
S5,全并存,mid,中档,2055,N018,N057,11.6764,687.1686941372941,1.6992043001404677,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,mid,中档,2055,N053,N046,69.3434,618.6191010252712,11.209385530623512,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S5,全并存,mid,中档,2055,N055,N089,131.3977,249.81140209152736,52.5987600645457,104.77585623653098,1,1798.1108862636104,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,mid,中档,2055,N065,N067,131.3977,555.6486045010747,23.647625304122553,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,mid,中档,2055,N067,N007,0.2938,630.8494065855263,0.04657212909023615,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S5,全并存,mid,中档,2055,N067,N053,174.4368,587.5589068210993,29.68839344871216,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,mid,中档,2055,N084,N055,131.3977,234.66241741988162,55.994351990710975,106.86955196721219,1,1894.5792947669556,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,mid,中档,2055,N086,N065,131.3977,555.6486045010747,23.647625304122553,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,mid,中档,2055,N089,N086,131.3977,544.9010977779958,24.114045748084393,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,mid,中档,2055,N132,N133,45.0724,800.0,5.63405,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,mid,中档,2055,N133,N078,20.9298,909.0684057891873,2.302334991152868,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,mid,中档,2055,N140,N036,79.2016,1161.8540670875645,6.8168285711247485,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,mid,中档,2060,N006,N024,3.3688,777.6230446099424,0.4332176140291467,270.92089606559665,1,2555.0,S053,西南成品油管网（南线）:东海岛->南宁
S5,全并存,mid,中档,2060,N018,N057,11.0599,695.8883450140861,1.5893210569256089,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,mid,中档,2060,N053,N046,68.9363,639.9646516167563,10.771891826500848,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S5,全并存,mid,中档,2060,N055,N089,122.5534,276.37402868051674,44.34331278705984,104.77585623653098,1,1724.0,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,mid,中档,2060,N065,N067,122.5534,626.2609051227721,19.5690644262673,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,mid,中档,2060,N067,N007,0.2872,649.5345123877524,0.04421628020106656,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S5,全并存,mid,中档,2060,N067,N053,171.6678,633.6292689510332,27.092782548412625,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,mid,中档,2060,N084,N055,122.5534,270.05372385270437,45.3811183388252,106.86955196721219,1,1734.0,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,mid,中档,2060,N086,N065,122.5534,626.2609051227721,19.5690644262673,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,mid,中档,2060,N089,N086,122.5534,623.6266925275847,19.651724576330434,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,mid,中档,2060,N132,N133,38.7931,800.0,4.8491375,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,mid,中档,2060,N133,N078,20.3907,995.2883117109299,2.048722943902334,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,mid,中档,2060,N140,N036,79.1705,1242.5970991866527,6.37137331576111,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,high,高档,2025,N018,N033,212.4291,436.9476525974279,48.61660172270496,482.78375552822115,1,3614.0,S012,兰郑长成品油管道:兰州->咸阳
S5,全并存,high,高档,2025,N018,N057,76.8737,637.2002561058623,12.064292075116251,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,high,高档,2025,N033,N133,178.4928,1138.2823286391263,15.680890013762852,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,high,高档,2025,N034,N068,217.7032,991.4819700022991,21.957353394887775,539.1852382576222,1,3896.0,S002,西部成品油管道:哈密->柳园
S5,全并存,high,高档,2025,N052,N077,217.7032,991.5947786368739,21.95485541979884,220.44441556684987,1,2302.0,S005,西部成品油管道:张掖->武威
S5,全并存,high,高档,2025,N068,N136,217.7032,991.541850008519,21.95602737273566,1.0,1,1205.0,S003,西部成品油管道:柳园->酒泉
