province_key,city_code,proxy_weight,wind_solar_basis,industrial_basis,water_basis,source_ids,evidence_grade,proxy_method,evidence_note,sensitivity_priority,review_status,is_verified_project
云南,532500,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
云南,532600,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
云南,532800,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
云南,532900,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
云南,533100,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
云南,533300,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
云南,533400,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,150100,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,150200,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,150300,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,150400,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,150500,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,150600,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,150700,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,150800,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,150900,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,152200,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,152500,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
内蒙古,152900,0.08333333333333333,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
北京,110000,1.0,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
吉林,220100,0.1111111111111111,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
吉林,220200,0.1111111111111111,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
吉林,220300,0.1111111111111111,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
吉林,220400,0.1111111111111111,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
吉林,220500,0.1111111111111111,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
吉林,220600,0.1111111111111111,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
吉林,220700,0.1111111111111111,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
吉林,220800,0.1111111111111111,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
吉林,222400,0.1111111111111111,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,510100,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,510300,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,510400,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,510500,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,510600,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,510700,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,510800,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,510900,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,511000,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,511100,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,511300,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,511400,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,511500,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,511600,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,511700,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,511800,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,511900,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,512000,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,513200,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,513300,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
四川,513400,0.047619047619047616,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
天津,120000,1.0,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
宁夏,640100,0.2,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
宁夏,640200,0.2,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
宁夏,640300,0.2,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
宁夏,640400,0.2,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
宁夏,640500,0.2,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
安徽,340100,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
安徽,340200,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
安徽,340300,0.0625,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,city_level_evidence_unavailable_not_used,ADMIN-2024-MCA;CITY-SUPPLY-PROXY-NEUTRAL-V01,D_model_proxy,neutral_equal_city_account_proxy,"Neutral equal allocation across all frozen city accounts in the province; city-level renewable, industrial, and water evidence is unavailable and not used; this is not project evidence.",high,approved_provisional_baseline,False
